date,xalgo,ora,talgo,vote,alpha,gobtc,sparky,tiny,opul,finite,pow,goeth,niko,coop,compx,monko,avoi,vest,gonna,golddao,algo_vol,price,usd_vol
2025-08-14,6941386.698806512,12579.807623808087,4003907.4420765024,168907.03592566014,644346.2149378748,798844.0877043997,3399.2655328498654,178746.25349579114,1087815.1300462577,13489.492586513286,128270.04705989512,910861.0757325309,2805.262566279741,34890.130778911735,45266.68749313896,89314.91513251884,8744.028495260887,28790.590485396166,17931.660854795115,65173.947700356,15185469.775035257,0.2806600976118967,4261955.4293439025
2025-08-15,3395628.1721539893,15422.877396885626,2201779.159960642,81784.06767580283,185350.59114011738,337298.1199325002,4531.964889506723,85775.71652185,337531.77601487935,5511.909983481013,43972.82420298978,59894.53574580003,569.6437361154602,12467.989189967077,82396.65309797457,30787.59440031776,3998.5440955159056,151652.63007059746,26474.470640980635,13294.624266049803,7076123.865115965,0.2540443320150628,1797649.1605692299
2025-08-16,1442940.1309001201,13087.907409433294,1276906.9561651652,35369.30972637579,126307.37544071117,146711.34081780005,5229.789118341908,32328.24259621628,133049.22733112893,2907.8972389500195,36704.446910420644,38335.21744719998,491.56867977121146,12557.69994674033,12549.303939143094,45562.90773344632,946.823889027301,6193.869853501021,6716.1665130557185,5191.829971205503,3380088.011627754,0.2532906895880539,856144.8233335078
2025-08-17,5516889.608475598,20979.067632499748,2222189.446487971,58825.97889047418,56513.95038925925,174279.16216200014,16721.974907247135,55606.195391267465,354361.49526319193,3819.86296195004,9667.695955142108,43726.769322900014,914.3167488391923,19571.96540018767,2319.2354419450285,51560.75164822833,5263.7302724338315,4800.304662488415,19307.016588058224,7772.132029222902,8645090.660630906,0.2607790440003408,2254458.477775602
2025-08-18,2763904.873860183,15196.545039568333,2268168.9105561394,78000.7724067548,618875.1455588983,444304.088889,16068.520083379257,43756.131605558076,515288.3552812063,10668.674914664218,44764.45794774757,115619.69430699998,3467.0117919059185,12031.513252942448,28181.401769779124,18250.531451309093,3459.269077713935,15547.86107740676,8814.611829064259,11666.252495958199,7036034.62319618,0.2662955795962938,1873664.9180436174
2025-08-19,3621570.29810478,17952.113635854694,1533352.1129047077,110949.10107888684,365020.47929446754,543914.7757728004,49410.48687168653,54963.21726215075,1271845.5078113677,16436.895280497938,150372.57678355527,47329.04198610001,7633.203834811914,36489.791068262704,25905.94590972413,61102.16031454317,4329.189052725651,26158.889205483923,9047.596517974498,16119.5206128425,7969902.903303225,0.2551150178863038,2033241.9217283067
2025-08-20,2626777.5330426344,14068.401446889593,966208.7604061231,75982.25900065919,261432.85825176514,370909.16512920015,55161.716147131694,78749.42843570028,153894.47512442773,7622.932980606314,128532.71009956737,62988.246204719995,1079.9502689223625,59148.677183142434,14335.314811267626,24672.392615330125,2993.294217018878,20022.583609081597,2525.3553139340493,9988.1606494593,4937094.214937583,0.2380692715034172,1175370.4230939257
2025-08-21,2813938.894750553,10119.675381074434,1469182.4278502092,64680.2264260946,401126.89556521515,206237.75757549994,66219.8067637912,185504.2043002204,825146.2226330428,1469.8226394670376,45901.04164869461,11523.845436999998,1278.4594570189215,181108.88805204895,124350.93311215703,13338.324912520162,1236.3321973368693,15925.12110517739,15870.552004577721,4509.789688296,6458669.221499994,0.256734562777644,1658163.6187072275
2025-08-22,1999968.7897167471,24674.69393970382,2163397.944899889,107044.9659497847,583128.1216839277,447053.5911348004,113753.97037069517,126204.77713311456,1341441.5332783633,20871.220800585274,40210.9464689168,199464.44956416005,3572.8573103421995,16185.821012699962,26231.39287346652,50010.64374887429,34713.84132560085,166923.7298081728,21827.726860185572,18188.483085846598,7504869.5009658765,0.2480702537293952,1861734.8813106045
2025-08-23,2290831.837801177,11669.167561617907,841113.8641736932,70618.16458116239,1169810.5220015456,145015.68122660002,31835.219929067385,51834.66321339286,132056.3834253294,4630.98989410891,14003.967681785873,35257.72039283999,8394.00323737072,29784.52329193587,44169.586054348,74333.46682264106,6842.887744558284,25791.287862095145,25230.48982680245,8994.465596789803,5022218.892318862,0.2665170760377272,1338507.094402256
2025-08-24,4758536.814738162,5801.386926437207,2008806.5499969912,127926.09685742846,688042.3556012822,401029.51704479853,28087.010684832632,82644.99104366082,238580.7703960234,11613.873144294892,26269.45174488775,107001.27395953989,10711.288075021626,18768.28035343573,28171.953755986302,28813.864883801813,6152.636803623575,2875.1476331385293,15431.273691011807,35267.45651207459,8630531.993846433,0.2638525707033134,2277188.0531135746
2025-08-25,4310189.718576348,37709.503449795586,2694692.0079183015,131238.1842964121,733508.6130356402,525533.8103729996,5092.576352548222,105134.97678182603,693666.1570739528,8887.113340368285,42808.983261056,873607.1033783797,8941.137682142806,125627.82998139507,29023.9522711691,59888.51051620111,4329.495350224575,5100.748256078971,9357.564986943074,40159.6056314796,10444497.592513263,0.2717527134769269,2838320.56166871
2025-08-26,6318990.2693248615,25232.23453365998,1893074.8509142061,78341.88222254181,366826.7476218221,311206.68478200026,40975.15862710783,105977.87916216154,278887.70360104245,3949.591186506,17733.27745978251,1064512.56256092,1146.1731258837133,15845.129848231272,17858.45913510998,33054.69955099845,5466.666483145737,2269.9513152439326,16468.74381268002,12422.285562801197,10610240.950830705,0.246141212527989,2611617.5728515927
2025-08-27,8794515.970732355,45543.68607353012,909313.491319634,48508.986946291014,194035.99999263845,296937.62794560025,62729.878171758544,169934.87046188416,192713.31374161635,36197.80453439236,40209.30961566828,1048215.7127372997,1313.7832587736857,7776.845053202521,10433.609748128429,423306.0593379144,151468.51577342488,7498.730949213646,27980.731230736154,4040.3512278375997,12472675.2788519,0.2549119799925363,3179434.3511360977
2025-08-28,4835816.0852294555,14467.374875278443,2440778.123177608,67466.10438877386,1733722.7407118722,303217.0243146004,36416.86016818833,339962.0534203911,648719.6814642943,9882.107252829077,47009.175044926684,1027309.86115164,2509.5033191300968,27069.292846190976,92753.42554766245,93689.48541380954,178473.16274382873,5295.989578184256,13610.212637302515,5265.9007804868,11923434.164066453,0.2474247337208837,2950152.5230826293
2025-08-29,7157754.816356708,55309.74575347503,4005649.519316753,88390.46067895457,1844552.664595766,414761.68312319997,192322.15579743742,667045.3582095291,595680.8400350653,21097.351856524285,73829.09453985468,30859.614626310005,2079.616513654936,35230.45985345762,23441.069137225113,139947.9546729662,121355.53865791674,127253.19087056081,15684.195689106815,20814.0079704832,15633059.33825495,0.2526514654585948,3949715.351411283
2025-08-30,3184962.1587737515,33791.81708232879,5810362.163211551,54987.22253908521,451554.0820061736,199262.29466630006,893116.5110595144,343083.9496005897,400816.2307576912,268100.3273212474,267274.7527549291,46971.28705809001,6192.7126720712085,118473.88683486373,18358.365194209862,94823.65538387014,28226.37645297342,320393.3893970173,23291.671324136307,17845.339308962404,12581888.193399359,0.236824469628077,2979698.9983215667
2025-08-31,1833218.74719163,22319.919842165815,1315888.479775184,45961.523081027335,249909.6685329015,207954.90248850005,249498.084188424,301302.6531729395,34971.81191342425,203232.98443245943,16134.807587949212,81784.12313445001,4724.325923411167,49874.17534217544,33642.78329563767,17563.082079354204,34359.17121175816,38588.98974930292,32454.57429219356,12105.598245339197,4785490.405480227,0.2330993337585824,1115494.6252255293
