Date,Close,High,Low,Open,Volume
2025-03-03,0.013738583773374557,0.013792058452963829,0.013781106099486351,0.013792058452963829,0
2025-03-04,0.014084506779909134,0.014285714365541935,0.013810072094202042,0.013810072094202042,0
2025-03-05,0.014285714365541935,0.014285714365541935,0.013874869793653488,0.013949592597782612,0
2025-03-06,0.014285714365541935,0.01403107214719057,0.013889324851334095,0.01403107214719057,0
2025-03-07,0.013889324851334095,0.014285714365541935,0.0138777494430542,0.0138777494430542,0
2025-03-10,0.013998838141560555,0.014084506779909134,0.014009494334459305,0.014020347036421299,0
2025-03-11,0.014084506779909134,0.014186939224600792,0.014024864882230759,0.014024864882230759,0
2025-03-12,0.014285714365541935,0.014301889576017857,0.014187914319336414,0.014187914319336414,0
2025-03-13,0.014301889576017857,0.014295720495283604,0.014276857487857342,0.014295720495283604,0
2025-03-14,0.014276857487857342,0.014361714012920856,0.01425608154386282,0.01425608154386282,0
2025-03-17,0.014384959824383259,0.014346123673021793,0.014332345686852932,0.014332345686852932,0
2025-03-18,0.014492753893136978,0.014366131275892258,0.014352372847497463,0.014366131275892258,0
2025-03-19,0.014492753893136978,0.01437767781317234,0.01429220661520958,0.01437767781317234,0
2025-03-20,0.01429220661520958,0.014283889904618263,0.014246225357055664,0.014283889904618263,0
2025-03-21,0.014246225357055664,0.014347237534821033,0.014247800223529339,0.014247800223529339,0
2025-03-24,0.014380617998540401,0.014335254207253456,0.014312532730400562,0.014312532730400562,0
2025-03-25,0.014705882407724857,0.014351744204759598,0.014285714365541935,0.01430558878928423,0
2025-03-26,0.014285714365541935,0.01431342028081417,0.014084506779909134,0.01431342028081417,0
2025-03-27,0.014084506779909134,0.01428596954792738,0.014179597608745098,0.014179597608745098,0
2025-03-28,0.014104371890425682,0.014286763966083527,0.014279493130743504,0.014286763966083527,0
