date,usdc,usdt,eurs,xusd,algo_vol,price,usd_vol
2025-07-01,81188420.25895992,22885.811144444,20622.04980207001,250289.74694676607,81482217.86685319,0.1852895092380937,15097800.160180658
2025-07-02,93065989.78261875,16085.552639001997,22013.225046969616,210923.1801367083,93315011.74044143,0.1712590231881343,15981037.759457283
2025-07-03,58633700.599817306,14377.714770744002,9720.180385344602,187139.0966225838,58844937.59159598,0.1812344340643998,10664728.961967822
2025-07-04,66518740.840146415,7395.348903077097,8448.2914152534,130914.67136507553,66665499.15182982,0.1821007783249202,12139839.282967517
2025-07-05,56939680.4581063,4132.4433561825,378.21856837859997,169464.71495670223,57113655.834987566,0.1735888448897457,9914293.543825977
2025-07-06,44494644.713453956,2712.0014503847988,1382.2530872480002,141413.88312752394,44640152.85111911,0.174637110840378,7795827.321392304
2025-07-07,78955504.08371589,63930.839798442736,3392.406264967201,317379.78293111996,79340207.1127104,0.1768029564826353,14027583.185471809
2025-07-08,100398998.51116298,3775.9955827124995,12826.498939940398,85829.29072588202,100501430.29641153,0.175981447433983,17686387.17274805
2025-07-09,62683574.95204827,25852.898807778987,13979.7594975256,56629.748422170014,62780037.35877574,0.1794015947080239,11262838.817993684
2025-07-10,92399291.79342102,71373.80449731521,40380.050294555964,718013.144742849,93229058.79295574,0.1923597048440748,17933514.23230386
2025-07-11,333315710.8463811,184125.2751615649,22642.936232936016,674637.6003745121,334197116.65815014,0.2113105254773241,70619368.33404028
2025-07-12,246484776.28297523,33988.05556719689,20616.642183355798,195599.52095839634,246734980.5016842,0.2182986692031049,53861917.88937169
2025-07-13,173694914.6660873,92931.51743236136,29379.011141392497,157558.20175482557,173974783.3964159,0.2187073827369094,38049569.538850844
2025-07-14,735430278.8775051,238462.73663848033,28368.2225789765,120457.70559140202,735817567.5423139,0.2643311552998526,194499507.7183872
2025-07-15,797091865.9434355,110249.4480816192,28677.44893243859,153387.836275324,797384180.6767249,0.2791382733551955,222580443.39484823
2025-07-16,81885881.49193619,44317.53078746403,3995.6978441255,103389.39939964248,82037584.11996743,0.2830587545300471,23221456.38565195
2025-07-17,141052238.9195652,110700.80218549538,38468.46567542229,616603961.1914908,757805369.3789169,0.2843520517477673,215483511.60836968
2025-07-18,110729054.44366156,33358.677264394486,6311.738646274,221563.39553595404,110990288.25510818,0.3211962158476967,35649660.5833858
2025-07-19,95167129.23200674,4228.187117112399,4617.2026017782,213401.73395335505,95389376.35567899,0.2934073673442743,27987945.78913194
2025-07-20,60076031.04438925,20977.5367613952,1748.4159874319994,75350.15322664741,60174107.15036472,0.292230346797134,17584700.200758982
2025-07-21,118770846.49146987,18500.320974061808,2626.7004347316,95975.66513061142,118887949.17800929,0.291531923312989,34659632.48260193
2025-07-22,167087877.0024235,38465.63746451682,7415.249346887406,337769.6928759387,167471527.58211085,0.2985037534373361,49990879.57714445
2025-07-23,180771736.3933233,39664.309414733405,8057.9536504548,188836.84675820166,181008295.50314668,0.296237747365577,53621489.714334875
2025-07-24,74126104.36750071,48129.31329557421,29436.919224249796,176024.17261118355,74379694.7726317,0.2671479741324583,19870384.77509916
2025-07-25,63122806.852205604,73443.75344805421,4956.972001348,196472.7639332976,63397680.34158831,0.2619505424970709,16607056.758534946
2025-07-26,42469194.65652658,4124.59551146,1396.0276966004005,138390.4032531509,42613105.682987794,0.2668654206897246,11371964.374986231
2025-07-27,29670189.75742098,5326.236959500801,5441.612694044398,154356.17294280897,29835313.780017335,0.2751985484478546,8210635.044747043
2025-07-28,208866293.24242324,27621.28414038,2531.4035529835,372100.66291240545,209268546.593029,0.285605440017333,59768235.3314898
2025-07-29,65437795.50044627,6446.496718772101,2554.9274735468,103373.72197029184,65550170.646608874,0.2639996636294477,17305223.00155764
2025-07-30,108598704.79513173,72501.90598943084,9853.247315468398,154058.91391573468,108835118.86235236,0.2602206910741734,28321149.843501136
2025-07-31,103551659.7374492,11500.583262208802,7365.666108008299,195391.97712978834,103765917.9639492,0.2538686291443732,26342911.34541527
