date,algo_vol,price,usd_vol
2025-01-01,318659761.37352836,0.3341569209667885,106482364.6965898
2025-01-02,407376165.8965665,0.3768410850425718,153516076.37694487
2025-01-03,274291250.2232893,0.3927197847284761,107719600.74059474
2025-01-04,548036142.6155928,0.4172167707712794,228649869.68802598
2025-01-05,118738067.8773343,0.4099915540009893,48681604.96810324
2025-01-06,233222161.08667257,0.405811232442191,94644172.6234138
2025-01-07,261644127.90969884,0.4148712292432537,108548620.97017586
2025-01-08,295075233.3248746,0.3756253808027765,110837746.88312414
2025-01-09,269457339.6955739,0.3595549271493888,96884714.14411019
2025-01-10,443867050.3298261,0.3426765748338865,152102840.48864514
2025-01-11,140433522.01580346,0.3738438780023119,52500212.471911006
2025-01-12,105283976.87911242,0.3776052708090963,39755784.60129588
2025-01-13,317271159.33910596,0.3605703769264419,114398581.51079065
2025-01-14,471402050.3544593,0.3488114333598512,164430424.8729117
2025-01-15,238814078.83606365,0.3719439455327744,88825450.73106055
2025-01-16,478382202.02633953,0.4474700983631582,214061730.99591038
2025-01-17,220658625.79542452,0.4633604749642614,102244485.65352914
2025-01-18,178269459.95930403,0.4704437399433321,83865751.46093309
2025-01-19,203550486.57302937,0.4447765409999521,90534481.3368092
2025-01-20,269632986.0309599,0.3963757842545196,106875986.29890965
2025-01-21,184955690.33788735,0.4281612430582814,79190858.28577241
2025-01-22,161429455.07937485,0.4248108417631689,68576982.6976389
2025-01-23,272397572.40693426,0.4045243222814231,110191443.36901996
2025-01-24,249195408.77744144,0.4102082550262127,102222013.79513803
2025-01-25,117827472.36798625,0.399996198434312,47130541.018318444
2025-01-26,124686775.83187088,0.4036065572073303,50324400.32278357
2025-01-27,240222410.65346307,0.3822246959060481,91818937.86183773
2025-01-28,147112844.0591244,0.3858952357273682,56770145.636719376
2025-01-29,117448847.20807546,0.3635436727801379,42697785.277816996
2025-01-30,160789613.2826918,0.3698621519559604,59469992.380903065
2025-01-31,209125369.9490645,0.3880354865117875,81148064.67014278
