Date,Open,High,Low,Close,Adj Close,Volume
2024-11-29,0.014927409589290619,0.014927409589290619,0.014905408024787903,0.014915606938302517,0.014915606938302517,0
2024-12-02,0.014866512268781662,0.014925372786819935,0.014866512268781662,0.01494070328772068,0.01494070328772068,0
2024-12-03,0.014858337119221687,0.014905598945915699,0.014858337119221687,0.014925372786819935,0.014925372786819935,0
2024-12-04,0.014892133884131908,0.01515151560306549,0.014892133884131908,0.014925372786819935,0.014925372786819935,0
2024-12-05,0.014916844666004181,0.01515151560306549,0.014705796726047993,0.01515151560306549,0.01515151560306549,0
2024-12-06,0.014760474674403667,0.014760474674403667,0.014720932580530643,0.01515151560306549,0.01515151560306549,0
2024-12-09,0.014675939455628395,0.01515151560306549,0.014675939455628395,0.01470862329006195,0.01470862329006195,0
2024-12-10,0.014697826467454433,0.014723039232194424,0.014697826467454433,0.01470242440700531,0.01470242440700531,0
2024-12-11,0.014735906384885311,0.014735906384885311,0.014492753893136978,0.014723039232194424,0.014723039232194424,0
2024-12-12,0.014643065631389618,0.014643065631389618,0.014539132826030254,0.014705882407724857,0.014705882407724857,0
2024-12-13,0.014497091062366962,0.014497091062366962,0.01448619645088911,0.014539132826030254,0.014539132826030254,0
2024-12-16,0.01452105212956667,0.01452105212956667,0.014486613683402538,0.014505107887089252,0.014505107887089252,0
2024-12-17,0.014520286582410336,0.014520286582410336,0.014429435133934021,0.014486613683402538,0.014486613683402538,0
2024-12-18,0.014446629211306572,0.014452016912400723,0.014446629211306572,0.014431361109018326,0.014431361109018326,0
2024-12-19,0.01428989414125681,0.014448674395680428,0.01428989414125681,0.014452016912400723,0.014452016912400723,0
2024-12-20,0.01439574919641018,0.014446907676756382,0.01439574919641018,0.014448674395680428,0.014448674395680428,0
2024-12-23,0.01450465526431799,0.01450465526431799,0.014456992968916893,0.014501041732728481,0.014501041732728481,0
2024-12-24,0.014478497207164764,0.014478497207164764,0.01444203034043312,0.014456992968916893,0.014456992968916893,0
2024-12-25,0.014447376132011414,0.014456401579082012,0.014447376132011414,0.01444203034043312,0.01444203034043312,0
2024-12-26,0.014447376132011414,0.014456401579082012,0.014447376132011414,0.01444203034043312,0.01444203034043312,0
2024-12-27,0.014399571344256401,0.014399571344256401,0.014399571344256401,0.014456401579082012,0.014456401579082012,0
2024-12-30,0.014381708577275276,0.0144402626901865,0.014381708577275276,0.014383362606167793,0.014383362606167793,0
2024-12-31,0.014381629414856434,0.014389618299901485,0.014381629414856434,0.0144402626901865,0.0144402626901865,0
