date,algo_vol,price,usd_vol
2025-06-01,54366532.971074216,0.1940916790422201,10552091.668060014
2025-06-02,318717662.63964826,0.1955613664564758,62328861.619623676
2025-06-03,84491716.37420864,0.1990344670686032,16816763.740252193
2025-06-04,142897796.07449588,0.1975181721691381,28224911.487632666
2025-06-05,167155617.87826508,0.1917045677661428,32044495.47503534
2025-06-06,118717136.18465188,0.1816346061851391,21563140.278326772
2025-06-07,86817807.19111362,0.1873440777660908,16264802.021893468
2025-06-08,65734973.75641657,0.1911145797586393,12562911.884902734
2025-06-09,120381904.90647036,0.1903936088296841,22919945.312934745
2025-06-10,95617298.8821866,0.1996472482449154,19089730.60644018
2025-06-11,84165051.20347847,0.2078042419398222,17489854.663165163
2025-06-12,208911864.78542987,0.197100549479948,41176643.342088826
2025-06-13,279988873.89600205,0.1814437171028797,50802222.02714006
2025-06-14,214945023.61076108,0.1805683885245681,38812276.53477037
2025-06-15,51632142.53890573,0.1773497969251392,9156949.994084772
2025-06-16,61266758.338741645,0.176395771703228,10807197.116917511
2025-06-17,141679094.68293682,0.1768741936547804,25059375.629783735
2025-06-18,102097028.56506512,0.1699069740672755,17346997.184750404
2025-06-19,63539600.57136074,0.1705968334459829,10839654.655896707
2025-06-20,101048572.61925724,0.1692780992429178,17105310.304197814
2025-06-21,114757802.200761,0.1669887799892554,19163265.38375337
2025-06-22,237141683.0981391,0.1603351603379295,38022149.7823466
2025-06-23,107153679.35161471,0.159872460064805,17130922.322937943
2025-06-24,141591517.79766116,0.1795133083218678,25417561.790172778
2025-06-25,72984791.534516,0.1826350427791137,13329580.524131026
2025-06-26,264053517.47146827,0.1758006890108036,46420790.307210386
2025-06-27,146988190.0810506,0.1720168329902254,25284442.944707587
2025-06-28,48539467.88814004,0.1748547771287205,8487357.839527411
2025-06-29,45499562.10243195,0.1764098485946643,8026570.8616135465
2025-06-30,1316083284.5161147,0.1859339607361676,244704577.74874577
