dt,usdc,usdt,eurs,xusd
2025-07-01,13922390.50998198,3992.6397669999997,3061.9227620000015,43943.63238000001
2025-07-02,16787703.11932802,2941.1161849999994,3551.895096000002,39008.55914200002
2025-07-03,10713852.504214978,2669.5101600000003,1552.3972890000002,34927.694922
2025-07-04,11572703.220332019,1312.5585969999997,1282.745694,23217.996163000007
2025-07-05,9973145.649748009,738.661785,57.617501999999995,30260.475511000004
2025-07-06,7889541.05953401,488.54327899999987,212.23312,25766.896819999994
2025-07-07,13831701.922414009,11464.125057999987,518.7482820000001,57099.126175
2025-07-08,18022366.358721007,691.8403749999999,1992.0326359999997,15777.733180000005
2025-07-09,12087775.02594602,5115.030529999998,2269.8836619999997,11143.201185000004
2025-07-10,19463955.972661994,15178.165298000005,7344.0973199999935,154374.910181
2025-07-11,72819284.47914296,41538.88804800002,4366.165876000003,150598.83482700004
2025-07-12,53807063.302620724,7651.348588999997,3890.372906999999,43599.29584700005
2025-07-13,45756148.327517,24511.135050999994,6512.027295,42081.72905500002
2025-07-14,205324216.56080884,66320.70770899998,6777.738042999999,34209.276835000004
2025-07-15,226183100.91752094,31262.249215000058,7013.487473999998,44242.237171999994
2025-07-16,23259069.900567003,12653.474985000006,976.871585,30066.420274999997
2025-07-17,44961187.976400994,35106.333741000024,9968.247952999996,200144105.81390896
2025-07-18,32330594.89143086,10050.518894999996,1617.60646,66467.68930700007
2025-07-19,27767376.42809405,1263.6164840000001,1162.496249,63569.179015000016
2025-07-20,17459394.648025006,6253.737408,439.65398999999985,22333.912273
2025-07-21,35410645.625195995,5646.194523000002,668.269586,29071.201651000007
2025-07-22,49409432.23894003,11512.177136000006,1859.7169380000014,102737.382631
2025-07-23,48311437.38129331,10875.574954000002,1910.4636659999996,51898.21545600002
2025-07-24,19347507.20838898,12826.616554000004,6592.2244869999995,47402.427051000035
2025-07-25,16730580.416180022,19688.958620999998,1131.9872120000002,53645.905398999996
2025-07-26,11693704.129226988,1144.449365,325.8853580000001,39365.78104199997
2025-07-27,8447029.112433018,1520.5655360000005,1316.5935239999997,45380.18843499999
2025-07-28,55115656.861521855,7428.6709,589.589741,100742.00317099996
2025-07-29,16994181.55623702,1704.2051230000002,588.5302389999999,27758.04139800001
2025-07-30,27471087.927535094,18730.470701000013,2146.583441999999,40311.618891
2025-07-31,25150380.03969815,2887.997404,1602.032779,49442.540835999986
