date,usdc,usdt,eurs,xusd,algo_vol,price,usd_vol
2025-04-01,98619314.85354815,41107.53678915602,62731.64628918179,230932.20289368104,98954086.23952016,0.1799425742490004,17806053.010396846
2025-04-02,144993776.88411653,98915.74885765248,16824.257748875007,88783.23795053996,145198300.12867358,0.1892909560015075,27484725.041150432
2025-04-03,45826852.059130765,97534.45116634801,30545.0452947024,156245.8167913582,46111177.37238317,0.177362948107292,8178414.359464133
2025-04-04,44432259.80067286,25658.791369098304,64532.272894908405,94382.8048981057,44616833.66983497,0.1810410834733029,8077479.908735064
2025-04-05,41836326.4202607,4074.2825995047997,16668.003060234,54938.24089693299,41912006.94681737,0.1860230537466959,7796599.520899699
2025-04-06,57467853.645824835,45716.7156795648,51588.88601340578,253877.8089236853,57819037.056441486,0.1836194889344074,10616702.03498335
2025-04-07,236829430.07726187,75953.38997834,86263.234629696,403642.3946613629,237395289.09653127,0.1625830986846509,38596461.71445257
2025-04-08,146838403.434222,40259.22899943601,35796.533761855986,47309.686512596716,146961768.8834959,0.1670856163623623,24555197.73560195
2025-04-09,129016744.38959984,44491.8160399958,35842.8879123696,357047.9920975535,129454127.08564976,0.154441446894591,19993082.69358401
2025-04-10,62494499.53917805,23720.19884769429,32439.2742809831,183466.7954628952,62734125.80776963,0.1808725354669264,11346880.395152433
2025-04-11,161281673.76036698,6663.356781861,13219.164958927204,152524.27947609342,161454080.56158388,0.1763592857059727,28473926.322155505
2025-04-12,26334389.844147827,11530.345008436796,17636.964620031194,85795.29595102306,26449352.44972732,0.180188431361054,4765867.328432017
2025-04-13,18225592.60561874,9344.6122541962,10388.12816293,282713.0339071654,18528038.37994303,0.1910097344638234,3539035.6910884473
2025-04-14,90772855.72794856,31103.72276309298,13473.095986991293,79103.67656434329,90896536.223263,0.1824853785593449,16587288.822435355
2025-04-15,46550405.05123047,13328.216156576198,6229.7864055402,57956.90891486638,46627919.96270745,0.1888021492443996,8803451.50375501
2025-04-16,57766350.02573089,33425.60322758351,6612.822935872,134960.41376192,57941348.86565627,0.1793392100787229,10391155.736462502
2025-04-17,58981089.42601432,7435.695795766198,7273.8586880532,30792.07886305,59026591.05936119,0.1816072156341984,10719654.850669054
2025-04-18,19037406.577184074,8718.765163726799,2362.1275388043,78836.01473517361,19127323.484621778,0.1867045791069992,3571158.8806397305
2025-04-19,38865011.48746747,1863.919748424,2857.9340550007,31888.27350682819,38901621.61477772,0.1893975587247218,7367872.164271771
2025-04-20,65626643.12741738,16248.5349413982,8657.088563375994,28824.828379715716,65680373.579301864,0.193414451715743,12703533.444325844
2025-04-21,120176484.25762704,15403.788600808799,9688.889856343201,286761.80012007494,120488338.73620425,0.1929560954088816,23248959.38484067
2025-04-22,157762564.13159478,18242.983139764,9238.539257226003,85590.58797720475,157875636.24196896,0.1929808267722125,30466970.80916425
2025-04-23,63466533.14564671,30789.854393424976,16425.6895926276,61112.841476408204,63574861.53110918,0.2096258885001405,13326936.834732164
2025-04-24,132035519.59029855,13877.833591099497,12000.218496687403,108990.25628776326,132170387.8986741,0.2137928665555991,28257086.102623
2025-04-25,46110029.49385641,13533.456813036002,17222.5443650967,142525.32525021568,46283310.820284754,0.2257325550569359,10447650.007957205
2025-04-26,41033175.79139115,9505.2345689088,9518.624957457008,115846.32459701736,41168045.97551453,0.2281216041123708,9391320.686106207
2025-04-27,40264697.31354448,4357.196857710001,14875.8395285185,29773.70512098837,40313704.0550517,0.2286980432837258,9219665.234909527
2025-04-28,78790746.37308457,9779.4499084788,5045.5064252928,36569.2324256273,78842140.56184398,0.2215912183180496,17470725.98190192
2025-04-29,68556982.45278117,7829.3065584000005,9749.550602777997,35071.171997211015,68609632.48193955,0.2305574322044309,15818460.6895257
2025-04-30,134531811.5564956,14540.243665572998,10459.867327198197,116518.13146322031,134673329.7989516,0.2264860157172054,30501625.889533736
