date,hafn,afnusd_close,hafn_vol_usd
2025-10-01,19606449.44,0.01515151560306549,297067.4246108747
2025-10-02,401822726.6600005,0.014925372786819935,5997353.989616957
2025-10-03,94170069.89,0.014925372786819935,1405523.3984691373
2025-10-04,565767298.2900001,0.014925372786819935,8444287.837570203
2025-10-05,342390747.1100003,0.014925372786819935,5110309.539374545
2025-10-06,233192922.38,0.015096438117325306,3520382.522107913
2025-10-07,476710096.97,0.014925372786819935,7115075.908518331
2025-10-08,275072470.83,0.015153560787439346,4168327.407673541
2025-10-09,743174215.92,0.015384615398943424,11433449.486340536
2025-10-10,46537730.65,0.015215075574815273,708075.088920147
2025-10-11,240594567.31,0.015215075574815273,3660664.52451163
2025-10-12,253819612.69,0.015215075574815273,3861884.589448692
2025-10-13,367808784.36,0.01517185103148222,5580340.084380488
2025-10-14,265470295.9,0.015344579704105854,4073530.1145101157
2025-10-15,337629276.65999997,0.015384615398943424,5194296.568837565
2025-10-16,191389667.6599999,0.015279950574040413,2924424.6622268194
2025-10-17,39318765.82,0.015625,614355.7159375
2025-10-18,168273646.15999997,0.015625,2629275.7212499995
2025-10-19,299634301.69000006,0.015625,4681785.963906251
2025-10-20,598373145.4400002,0.015195686370134354,9092690.650417032
2025-10-21,246212467.58,0.01522469986230135,3748510.9212621017
2025-10-22,213686946.47000003,0.015625,3338858.5385937504
2025-10-23,251192827.1900001,0.015305442735552788,3844617.432138154
2025-10-24,88394658.06,0.01528846099972725,1351418.282334536
2025-10-25,182964125.7,0.01528846099972725,2797239.900113644
2025-10-26,291879655.17,0.01528846099972725,4462390.724680383
2025-10-27,244225593.96999997,0.015288418158888817,3733823.0057163546
2025-10-28,242797093.28999996,0.015625,3793704.5826562494
2025-10-29,255675674.93,0.015625,3994932.42078125
2025-10-30,351998066.76,0.01587301678955555,5587271.2235725755
2025-10-31,55635278.92,0.01587301678955555,883099.716388766
