date,algo_vol,price,usd_vol
2026-02-01,174359113.1505121,0.1037665423392217,18092642.29696176
2026-02-02,105794869.84795973,0.1005856621817297,10641447.039086938
2026-02-03,106505057.8353824,0.1047682015649799,11158343.366987186
2026-02-04,58451533.51204221,0.1059306999611753,6191811.858734726
2026-02-05,236865418.30696264,0.1030446242894654,24407708.036608025
2026-02-06,422078331.527565,0.0886395246533515,37412822.67308307
2026-02-07,131682455.4217888,0.0988376112706502,13015179.340143485
2026-02-08,48508123.67111787,0.0977065247581638,4739560.186444149
2026-02-09,51915710.14024019,0.0969637581360893,5033942.361501569
2026-02-10,168450333.6498616,0.0959602023095534,16164528.096152492
2026-02-11,74355488.28981023,0.0916106458598414,6811754.305453389
2026-02-12,59096483.05260671,0.0888932102925438,5253276.095545119
2026-02-13,48891660.96222115,0.0917685030976239,4486714.54045957
2026-02-14,78356427.01694499,0.094016822300528,7366822.274956409
2026-02-15,61461783.96966257,0.0996798447224044,6126501.082457929
2026-02-16,50307235.16756162,0.0958162690206438,4820251.578499877
2026-02-17,104499063.9092398,0.0946170910724125,9887397.446882397
2026-02-18,54277467.446055725,0.093098395262465,5053145.118138473
2026-02-19,77260096.52678604,0.0908836463501557,7021679.289719315
2026-02-20,66338171.62253085,0.0890268876530394,5905880.9521471
2026-02-21,47748356.0928695,0.0904612704078717,4319376.952048416
2026-02-22,52987369.37510188,0.0897361603314694,4754883.073786934
2026-02-23,188038575.2124844,0.0867061999790744,16304110.306153895
2026-02-24,89596855.03971416,0.0839162222191076,7518629.597645825
2026-02-25,123415558.01024774,0.0836149348480943,10319383.842268068
2026-02-26,126921616.56965566,0.0906523406592491,11505741.62229502
2026-02-27,48755662.060637705,0.0881382084986614,4297236.7081907615
2026-02-28,76525336.78545433,0.0865121135359955,6620368.624363518
