date,usdc,usdt,eurs,xusd,algo_vol,price,usd_vol
2025-10-01,37524757.16749813,18787.176188251196,17476.99917395521,69002.01492536101,37630023.357785694,0.2078860465586782,7822756.787760785
2025-10-02,61251461.19201061,28934.24408783791,6258.710375886597,92869.15745064797,61379523.303924985,0.2208339319558661,13554681.472782467
2025-10-03,44691498.69828545,70206.3312826913,4861.179369176004,106343.30309081222,44872909.51202813,0.2245843105752742,10077751.4462655
2025-10-04,29148275.246485896,25524.140161295993,2728.839950329601,30035.578022373997,29206563.804619897,0.224919393595308,6569122.619937778
2025-10-05,26465374.489202198,25085.32352515879,3370.2093374040005,70981.2926828676,26564811.31474763,0.21969064412886,5836040.508898536
2025-10-06,208609049.92235532,4248.050960759899,8307.934561759495,136744.10022040753,208758350.00809824,0.2187673604338387,45669513.19979508
2025-10-07,68919704.20797774,5140.399418048,2946.6963966562007,231239.75149378684,69159031.05528621,0.2294093841599755,15865730.723493831
2025-10-08,35754511.091481805,8689.4445831471,6187.838404768796,100563.8132196621,35869952.18768938,0.2188629646157929,7850604.076424444
2025-10-09,80739010.05731618,22545.924779073597,3431.423979665,114393.22427584589,80879380.63035077,0.2240227452648991,18118820.884135883
2025-10-10,275385575.84339654,221865.15124476512,97304.0662481564,1249428.9662757248,276954174.02716523,0.2207739724872231,61144273.19689498
2025-10-11,134385655.25916553,154278.5181936919,17833.8998226788,321064.67791296914,134878832.35509488,0.1771122220304303,23888689.70328075
2025-10-12,86425840.8427313,36755.39659416251,8121.920858222198,237802.96478989776,86708521.12497358,0.1820207391477522,15782749.105576176
2025-10-13,96622572.27137105,13426.651160425607,5663.776053844998,161678.04441002,96803340.74299534,0.2026443897691046,19616653.91247499
2025-10-14,148739058.59126028,10936.484103010001,6226.168838697799,375976.6304681758,149132197.8746702,0.213127170992265,31784123.436887138
2025-10-15,120165096.13552466,4681.446964865001,2476.3272794361005,144530.42184456915,120316784.33161353,0.2053811600808625,24710800.743225727
2025-10-16,141669382.33530343,146257.2714851648,4826.311019079201,307897.38997323916,142128363.30778095,0.1961458264561781,27877885.283868633
2025-10-17,176997374.87457043,25317.438657810784,25952.2767578892,385809.8866959934,177434454.47668213,0.1847129051935554,32774433.567821607
2025-10-18,78473348.18283275,13140.451521303603,6854.058670885606,106753.5946987553,78600096.28772369,0.177476585395287,13949676.700885974
2025-10-19,85173739.70870487,6515.891294434,4052.897269030499,163676.2891890767,85347984.7864574,0.1795577572427883,15324892.733447907
2025-10-20,55592236.68917463,19994.56455544019,4307.910501324601,162891.77816220536,55779430.9423936,0.1834743024907765,10234092.185488103
2025-10-21,99227886.4936152,26663.639327062392,6030.831744997502,180904.61970035837,99441485.58438762,0.1868993909502589,18585553.090910994
2025-10-22,121736664.08453746,5751.410743447499,3313.1894929622995,260186.9251019995,122005915.60987586,0.1812612040861114,22114939.16907459
2025-10-23,63776704.830240875,4368.45300596,1717.3682688224997,140048.0876967636,63922838.73921242,0.1783738343339626,11402161.847424883
2025-10-24,50812284.32143343,19610.353740703697,2927.1646704024024,1128497.3592816773,51963319.199126214,0.181187365877399,9415096.927936153
2025-10-25,26695821.498289797,17123.625927217003,1656.3687153845,145135.020771663,26859736.51370406,0.1857375356498395,4988861.268259404
2025-10-26,52211172.14145017,8170.666764797598,2797.7389726505,86514.75015018921,52308655.2973378,0.1854171069079336,9698919.531476729
2025-10-27,144061848.84441262,11818.427223597502,3296.067471688,509795.47394366714,144586758.81305158,0.1911431117996667,27636763.004554562
2025-10-28,105923588.26382019,5705.5459693453,4599.2195444272,232839.2384113868,106166732.26774535,0.1854152429238031,19684930.45385037
2025-10-29,72018085.00808346,4661.570372698399,2826.5438930972,112927.22048648605,72138500.34283575,0.18484586442148,13334503.453940706
2025-10-30,207157177.7095032,8452.4098226142,5397.9373194912,312411.09031571116,207483439.146961,0.1835796193475716,38089730.77952414
2025-10-31,76172469.29279958,5974.650537629499,3926.759669951999,115720.97204103749,76298091.67504819,0.1732775341319954,13220745.184429277
