date,algo_vol,price,usd_vol
2025-04-01,535426017.1007677,0.1799425742490004,96345935.83700144
2025-04-02,358344155.13342905,0.1892909560015075,67831307.7027593
2025-04-03,519837039.3232509,0.177362948107292,92199829.82973807
2025-04-04,337033482.7356209,0.1810410834733029,61016906.88123754
2025-04-05,139854482.7328242,0.1860230537466959,26016157.95812451
2025-04-06,178647909.9917316,0.1836194889344074,32803237.931881774
2025-04-07,389403097.51388454,0.1625830986846509,63310362.23120863
2025-04-08,400657514.0677888,0.1670856163623623,66944107.68822833
2025-04-09,245045743.9109243,0.154441446894591,37845219.244964555
2025-04-10,399089626.4628383,0.1808725354669264,72184352.61688212
2025-04-11,157234672.3596958,0.1763592857059727,27729794.505568597
2025-04-12,103221284.91253102,0.180188431361054,18599281.411461394
2025-04-13,49686642.55918626,0.1910097344638234,9490632.401629074
2025-04-14,166530148.0049601,0.1824853785593449,30389317.10022888
2025-04-15,160585008.75308582,0.1888021492443996,30318794.789013322
2025-04-16,139547810.68389794,0.1793392100787229,25026394.136265423
2025-04-17,130063256.08108488,0.1816072156341984,23620425.793203548
2025-04-18,85845954.81751902,0.1867045791069992,16027832.86224336
2025-04-19,90442084.13847391,0.1893975587247218,17129509.941802844
2025-04-20,64652046.53332171,0.193414451715743,12504640.132543122
2025-04-21,145951878.58854392,0.1929560954088816,28162304.61003658
2025-04-22,103795984.34368996,0.1929808267722125,20030634.874280915
2025-04-23,286110991.9634006,0.2096258885001405,59976270.899984404
2025-04-24,92599814.52038044,0.2137928665555991,19797179.78882892
2025-04-25,118644138.12565582,0.2257325550569359,26781844.441632308
2025-04-26,60436945.01908562,0.2281216041123708,13786972.845404971
2025-04-27,45436244.335672334,0.2286980432837258,10391180.173729533
2025-04-28,120639989.77661306,0.2215912183180496,26732762.312476736
2025-04-29,85480927.70609432,0.2305574322044309,19708263.1943697
2025-04-30,152345869.3919509,0.2264860157172054,34504208.96955671
