dt,usdc,usdt,eurs,xusd
2025-09-01,9114000.629799014,8220.7791,1154.8716329999997,30222.178116999992
2025-09-02,7473591.45594099,2206.6797900000006,1324.9873099999995,39364.74503599999
2025-09-03,15493364.992277006,769.0908209999999,2320.546094,31609.516660999994
2025-09-04,26759116.313823044,2682.545782000001,725.739231,204131.092037
2025-09-05,10256591.671855027,6800.999726999991,1097.451751,56116.82424299998
2025-09-06,9455846.91781099,7184.089556999994,375.411682,87292.20876200001
2025-09-07,16820171.72541703,1820.4186269999998,1264.9306929999993,183911.5533080001
2025-09-08,114802421.83520675,3151.567585000001,223.326684,76994.48789199999
2025-09-09,157737544.32586977,2076.174506,556.402936,97160.53699499999
2025-09-10,28768569.716109067,3104.1604930000003,959.9893310000001,40550.43110000003
2025-09-11,16468401.287722992,537.607597,509.2499189999999,16656.893817
2025-09-12,9311345.813603055,1097.477679,267.38102699999996,76740.86916400002
2025-09-13,6321445.528620005,3159.6060269999994,303.412369,17561.390949999997
2025-09-14,6716144.738954018,1101.066552,742.0022409999999,18227.070983000005
2025-09-15,17225609.746626988,961.2719820000001,953.539033,36996.82915100001
2025-09-16,11498852.897651026,216759.1532869999,927.9035479999999,33686.654967000046
2025-09-17,17453292.055521004,38734.103788000015,2899.3631440000013,15371.627202999996
2025-09-18,26946439.971157875,6278.695142000001,924.8712320000003,52942.98765800001
2025-09-19,13856276.316613022,20607.624787000004,3598.9180590000014,37422.600278
2025-09-20,4496283.555634003,69534.45910600002,1017.4835250000001,13636.102062000002
2025-09-21,8595265.578092998,126902.95144700001,1265.9129459999997,7950.281281999996
2025-09-22,16930340.87499902,100457.59133799997,3973.666232999998,111912.51785000003
2025-09-23,12958041.557219,20777.91249900003,615.1227169999999,65401.05833599996
2025-09-24,8214783.398768004,16604.215541999998,397.001295,22907.414693000002
2025-09-25,16646475.969547018,5930.771790999999,969.3132350000003,42187.50345000002
2025-09-26,13182967.435986994,24252.610646,423.84035499999993,96109.501077
2025-09-27,4241055.557331004,1443.3125149999998,184.553037,14039.918597999998
2025-09-28,19216987.343641087,26976.713279000007,293.0168569999999,28262.063375999987
2025-09-29,9089685.173673026,51931.684733999995,400.57431399999996,46248.57286599997
2025-09-30,20364745.233320013,126863.66427999981,1491.8958709999997,17627.120388
