dt,usdc,usdt,eurs,xusd
2025-01-01,40966051.037030995,12613.535153999994,229074.25681200004,176899.43543299995
2025-01-02,40097494.02842796,13914.957166000002,1820932.3726129998,720100.3628650003
2025-01-03,28738557.501377933,12953.561129999995,347874.67302800005,215021.47718500008
2025-01-04,17460560.080702975,37390.362774,370511.965054,483939.7202040004
2025-01-05,8599438.809622012,12774.759066000002,718936.1777329997,94946.63761300004
2025-01-06,39559465.05234996,12998.176415999998,483381.5267970001,149715.40406200002
2025-01-07,43066605.39496706,154830.757093,350001.40136299987,190779.39505900003
2025-01-08,52602478.8788619,16798.680835000003,104570.52324099996,100918.28289800003
2025-01-09,31093356.246779993,29848.304674,94101.26166700004,69108.046931
2025-01-10,52176154.12247398,8979.470471999997,61222.46167699998,85937.47169800002
2025-01-11,6437881.974052993,3942.5582709999994,41847.04560699999,32650.903175000003
2025-01-12,12941427.41393502,2461.0871269999993,36116.634108,57150.95666800003
2025-01-13,42143827.009118006,32962.188417000005,299884.890248,207935.9936929999
2025-01-14,25705332.30351298,37187.33607700001,442022.71754800004,94284.81933200001
2025-01-15,48668253.34462593,14303.725696000005,91828.12644600005,249248.9360659999
2025-01-16,42875481.75427108,17087.616977999995,102892.201407,70922.27531200001
2025-01-17,53210713.24049699,40014.286358,31445.762594000007,155021.87135000006
2025-01-18,34004239.201584026,22377.388492000002,23949.27225000001,34169.654033
2025-01-19,94921561.41057068,27294.717437000014,144772.69706499996,321063.2293350003
2025-01-20,80371623.484204,52077.74104500001,395693.56553,133164.42368700003
2025-01-21,56336393.32547389,121572.31001099997,112016.44877799999,33142.26446400001
2025-01-22,26496335.328689013,11662.468465,28129.16798200001,14108.903733999998
2025-01-23,70941270.79961397,22748.17100499999,26283.743215000006,179689.5645380001
2025-01-24,42803252.813843,22130.948607999995,37014.642916000004,113785.35766099999
2025-01-25,9389659.270263994,10740.72713,46736.732708,21797.81741100001
2025-01-26,15610130.180212004,16275.314955,5822.604465000001,28776.23117800001
2025-01-27,30697926.09358399,15853.209650999997,71933.27142599996,154682.11664300007
2025-01-28,18161399.013020042,45844.102086,40801.362805,112735.755555
2025-01-29,22751952.221707016,11468.926957000001,23884.615713999992,75696.24688199998
2025-01-30,10751749.881280012,1826.4281960000005,47981.971875,114387.34960599995
2025-01-31,30571804.57249102,2997.819592,97001.82228100003,114573.54782099996
2025-02-01,20359661.543220963,10252.151895000006,8300.659582,333553.6387639998
2025-02-02,38331970.93351001,19906.276257,103032.034453,609245.477849
2025-02-03,42574128.39999695,26627.922449999984,40413.538841,399750.0402689996
