Date,Close,High,Low,Open,Volume
2025-08-01,0.014705882407724857,0.01473570428788662,0.01473570428788662,0.01473570428788662,0
2025-08-04,0.014961274340748787,0.014926746487617493,0.01474261935800314,0.014917709864675999,0
2025-08-05,0.014925372786819935,0.014789888635277748,0.014727856032550335,0.014727856032550335,0
2025-08-06,0.014705882407724857,0.01478142011910677,0.014705882407724857,0.01478142011910677,0
2025-08-07,0.014705882407724857,0.014838469214737415,0.014705882407724857,0.014838469214737415,0
2025-08-08,0.014705882407724857,0.014839492738246918,0.014839492738246918,0.014839492738246918,0
2025-08-11,0.014847075566649437,0.014925372786819935,0.014821515418589115,0.014842486940324306,0
2025-08-12,0.014925372786819935,0.014925372786819935,0.014787332154810429,0.014787332154810429,0
2025-08-13,0.014925372786819935,0.014925372786819935,0.014831348322331905,0.014831348322331905,0
2025-08-14,0.014925372786819935,0.01482908334583044,0.01482908334583044,0.01482908334583044,0
2025-08-15,0.014705882407724857,0.014819978736341,0.014819978736341,0.014819978736341,0
2025-08-18,0.014837093651294708,0.014835636131465435,0.014819404110312462,0.014835636131465435,0
2025-08-19,0.014705882407724857,0.014741106890141964,0.014705882407724857,0.014741106890141964,0
2025-08-20,0.014705882407724857,0.014743322506546974,0.014705882407724857,0.014743322506546974,0
2025-08-21,0.014763830229640007,0.014812889508903027,0.014812889508903027,0.014812889508903027,0
2025-08-22,0.014812889508903027,0.014802475459873676,0.014705882407724857,0.014764586463570595,0
2025-08-25,0.014960444532334805,0.014927076175808907,0.014803355559706688,0.014927076175808907,0
2025-08-26,0.014925372786819935,0.014793661423027515,0.014743796549737453,0.014743796549737453,0
2025-08-27,0.014800901524722576,0.014793933369219303,0.014781531877815723,0.014781531877815723,0
2025-08-28,0.014705882407724857,0.014798084273934364,0.014798084273934364,0.014798084273934364,0
2025-08-29,0.014812041074037552,0.014791999943554401,0.014705882407724857,0.014791999943554401,0
